main_kaggle_jpg/img_train_v3/disgust/H-17253_Disgust.jpg,3
main_kaggle_jpg/img_train_v3/fear/11775_Fear.jpg,5
main_kaggle_jpg/img_train_v3/surprise/26945_Surprise.jpg,2
main_kaggle_jpg/img_train_v3/neutral/25468_Neutral.jpg,6
main_kaggle_jpg/img_train_v3/happy/25338_Happy.jpg,0
main_kaggle_jpg/img_train_v3/angry/3278_Angry.jpg,4
main_kaggle_jpg/img_train_v3/neutral/7697_Neutral.jpg,6
main_kaggle_jpg/img_train_v3/surprise/709_Surprise.jpg,2
main_kaggle_jpg/img_train_v3/neutral/19864_Neutral.jpg,6
main_kaggle_jpg/img_train_v3/sadness/22391_Sad.jpg,1
main_kaggle_jpg/img_train_v3/happy/15526_Happy.jpg,0
main_kaggle_jpg/img_train_v3/angry/13788_Angry.jpg,4
main_kaggle_jpg/img_train_v3/fear/3837_Fear.jpg,5
main_kaggle_jpg/img_train_v3/happy/3958_Happy.jpg,0
main_kaggle_jpg/img_train_v3/neutral/6103_Neutral.jpg,6
main_kaggle_jpg/img_train_v3/sadness/21681_Sad.jpg,1
main_kaggle_jpg/img_train_v3/sadness/24353_Sad.jpg,1
main_kaggle_jpg/img_train_v3/surprise/9925_Surprise.jpg,2
main_kaggle_jpg/img_train_v3/neutral/1786_Neutral.jpg,6
main_kaggle_jpg/img_train_v3/neutral/7695_Neutral.jpg,6
main_kaggle_jpg/img_train_v3/sadness/6203_Sad.jpg,1
main_kaggle_jpg/img_train_v3/happy/27852_Happy.jpg,0
main_kaggle_jpg/img_train_v3/disgust/22750_Disgust.jpg,3
main_kaggle_jpg/img_train_v3/sadness/2500_Sad.jpg,1
main_kaggle_jpg/img_train_v3/neutral/26394_Neutral.jpg,6
main_kaggle_jpg/img_train_v3/disgust/gamma-0.5-H-16055_Disgust.jpg,3
main_kaggle_jpg/img_train_v3/happy/24863_Happy.jpg,0
main_kaggle_jpg/img_train_v3/happy/2523_Happy.jpg,0
main_kaggle_jpg/img_train_v3/surprise/8817_Surprise.jpg,2
main_kaggle_jpg/img_train_v3/disgust/gamma-1.5-H-18078_Disgust.jpg,3
main_kaggle_jpg/img_train_v3/surprise/9760_Surprise.jpg,2
main_kaggle_jpg/img_train_v3/neutral/12883_Neutral.jpg,6
main_kaggle_jpg/img_train_v3/happy/19851_Happy.jpg,0
main_kaggle_jpg/img_train_v3/neutral/2896_Neutral.jpg,6
main_kaggle_jpg/img_train_v3/happy/15625_Happy.jpg,0
main_kaggle_jpg/img_train_v3/neutral/19788_Neutral.jpg,6
main_kaggle_jpg/img_train_v3/sadness/10608_Sad.jpg,1
main_kaggle_jpg/img_train_v3/neutral/16744_Neutral.jpg,6
main_kaggle_jpg/img_train_v3/fear/3718_Fear.jpg,5
main_kaggle_jpg/img_train_v3/angry/8935_Angry.jpg,4
main_kaggle_jpg/img_train_v3/sadness/2081_Sad.jpg,1
main_kaggle_jpg/img_train_v3/fear/24895_Fear.jpg,5
main_kaggle_jpg/img_train_v3/neutral/4139_Neutral.jpg,6
main_kaggle_jpg/img_train_v3/neutral/15447_Neutral.jpg,6
main_kaggle_jpg/img_train_v3/happy/13354_Happy.jpg,0
main_kaggle_jpg/img_train_v3/disgust/gamma-1.5-H-7314_Disgust.jpg,3
main_kaggle_jpg/img_train_v3/sadness/1154_Sad.jpg,1
main_kaggle_jpg/img_train_v3/angry/7490_Angry.jpg,4
main_kaggle_jpg/img_train_v3/angry/3559_Angry.jpg,4
main_kaggle_jpg/img_train_v3/fear/11100_Fear.jpg,5
main_kaggle_jpg/img_train_v3/happy/21219_Happy.jpg,0
main_kaggle_jpg/img_train_v3/neutral/11780_Neutral.jpg,6
main_kaggle_jpg/img_train_v3/neutral/23832_Neutral.jpg,6
main_kaggle_jpg/img_train_v3/sadness/21_Sad.jpg,1
main_kaggle_jpg/img_train_v3/surprise/13332_Surprise.jpg,2
main_kaggle_jpg/img_train_v3/fear/17851_Fear.jpg,5
main_kaggle_jpg/img_train_v3/disgust/gamma-1.5-25093_Disgust.jpg,3
main_kaggle_jpg/img_train_v3/fear/5255_Fear.jpg,5
main_kaggle_jpg/img_train_v3/sadness/12078_Sad.jpg,1
main_kaggle_jpg/img_train_v3/sadness/9088_Sad.jpg,1
main_kaggle_jpg/img_train_v3/sadness/13657_Sad.jpg,1
main_kaggle_jpg/img_train_v3/sadness/17885_Sad.jpg,1
main_kaggle_jpg/img_train_v3/surprise/26404_Surprise.jpg,2
main_kaggle_jpg/img_train_v3/sadness/27293_Sad.jpg,1
main_kaggle_jpg/img_train_v3/fear/21947_Fear.jpg,5
main_kaggle_jpg/img_train_v3/fear/18604_Fear.jpg,5
main_kaggle_jpg/img_train_v3/surprise/19787_Surprise.jpg,2
main_kaggle_jpg/img_train_v3/happy/22574_Happy.jpg,0
main_kaggle_jpg/img_train_v3/disgust/gamma-0.5-1778_Disgust.jpg,3
main_kaggle_jpg/img_train_v3/angry/13239_Angry.jpg,4
main_kaggle_jpg/img_train_v3/surprise/4986_Surprise.jpg,2
main_kaggle_jpg/img_train_v3/surprise/2964_Surprise.jpg,2
main_kaggle_jpg/img_train_v3/surprise/10008_Surprise.jpg,2
main_kaggle_jpg/img_train_v3/angry/15991_Angry.jpg,4
main_kaggle_jpg/img_train_v3/happy/20861_Happy.jpg,0
main_kaggle_jpg/img_train_v3/surprise/27322_Surprise.jpg,2
main_kaggle_jpg/img_train_v3/fear/3808_Fear.jpg,5
